"student","week","score","remote"
45,1,83.6021149757894,0.381699001023018
45,2,68.5056984318429,0.32534441977051
45,3,76.825831713307,0.282074640535082
45,4,75.1165367488681,0.291336682393651
46,1,71.5580982480066,0.13641469535318
46,2,59.636426498805,0.139824601336668
46,3,68.2031144640078,0.169960630574991
46,4,65.8816856189131,0.167104588129262
47,1,65.7584010599082,0.354119424600616
47,2,53.1296484752771,0.310692047021644
47,3,59.3531867999225,0.297192215272643
47,4,55.5564073155429,0.280849581614468
48,1,84.3485626775909,0.676758043815225
48,2,72.706310442472,0.70880303558244
48,3,81.0119043220268,0.686159816787383
48,4,81.4478829814418,0.660852203497164
49,1,52.0319420748736,0.180864011829214
49,2,38.761021648314,0.207258209409307
49,3,45.8575046542444,0.182143447855508
49,4,43.0076343143144,0.154293263649987
50,1,67.0643398519219,0.724131529078128
50,2,55.7775296447042,0.874787016385812
50,3,62.8903232000885,0.752295229046477
50,4,64.8265126012651,0.90929102067589
51,1,85.6358541625653,0.197378078943715
51,2,73.8664714557041,0.196599818036071
51,3,83.0842748886229,0.169559543026983
51,4,87.3747670138846,0.190463112087311
52,1,93.3732933263294,0.491237196405711
52,2,80.9383930636249,0.486500223006167
52,3,87.8808840387711,0.44517366420911
52,4,91.6271674269321,0.468482624083684
53,1,66.4844776251159,0.360471543383604
53,2,51.9144906434077,0.385422388058627
53,3,60.5816045669429,0.378577802087662
53,4,60.7253951184095,0.433476603970124
54,1,82.9909211591526,0.448851799470169
54,2,73.5437884241199,0.52997901331408
54,3,78.6515937245759,0.473064979564194
54,4,79.5048183172783,0.41529588972693
55,1,61.6674781159378,0.237896053426561
55,2,50.1117316450752,0.253368429767459
55,3,59.1770006835514,0.306153608242442
55,4,57.1894908395473,0.270652850027447
56,1,56.7566485300445,0.298187877184917
56,2,38.9351048838893,0.282837501954008
56,3,47.76468295579,0.244456406996678
56,4,46.6703120540752,0.212153726811227
57,1,72.5109198119583,0.196455982493992
57,2,59.1153316495803,0.180046103244576
57,3,70.8832831137547,0.213528524230662
57,4,72.6465191825856,0.233137627848596
58,1,56.2867861179818,0.103193863189298
58,2,41.5668922938746,0.0942779508958128
58,3,52.4604567954472,0.0945948713346829
58,4,52.9863477689954,0.078972719267168
59,1,74.963226779288,0.265237543470818
59,2,61.8299278369802,0.315375448259168
59,3,69.8799374382064,0.343550146188173
59,4,69.6794923507091,0.397303493530406
60,1,73.6749970383843,0.199286289821588
60,2,60.5315457040567,0.225706237882967
60,3,66.6206895671931,0.221873200354771
60,4,68.1427948434047,0.209045226472288
61,1,63.9057583357971,0.123131014183144
61,2,50.8270674618453,0.131852085130212
61,3,62.5884063742266,0.145745438961117
61,4,63.6539551994938,0.127677028799832
62,1,83.8554650895599,0.227155200393993
62,2,72.6008497119175,0.23380380006716
62,3,77.1951363100363,0.200702710371532
62,4,75.9613702972446,0.21179724455043
63,1,100,0.505693791952509
63,2,87.028421077728,0.430888575090148
63,3,94.3135043265492,0.379264590642897
63,4,96.341480018569,0.403481937573149
64,1,72.6842056986237,0.402520179222633
64,2,63.342583152744,0.438593139098108
64,3,73.323871993669,0.513459233646453
64,4,72.3170490745256,0.540979522252775
65,1,87.660524175968,0.26125840342773
65,2,70.2615995865078,0.235183726979239
65,3,79.1219006902771,0.228055692784617
65,4,80.8601553543479,0.251358834160994
66,1,74.9753816255524,0.241015342230694
66,2,62.542486984852,0.248474073143299
66,3,69.0770429808983,0.213508391189773
66,4,69.6080833101562,0.188910329060188
67,1,60.4586436149802,0.345379250448189
67,2,45.4596716856486,0.320931610896397
67,3,51.93568299795,0.330290243326493
67,4,50.8006409361401,0.30426843482243
68,1,65.9229086854156,0.349317779587288
68,2,51.5811314568371,0.293735383870254
68,3,61.27902731434,0.296043282153372
68,4,60.8781667046478,0.32066577514504
69,1,70.3928729250888,0.232398607951444
69,2,56.4359801759433,0.20892306363858
69,3,68.4857711190102,0.247991586510565
69,4,70.5996911789375,0.238606099445713
70,1,71.100881053567,0.119174075788057
70,2,55.5591646287773,0.117087239000696
70,3,62.2890271715189,0.138431584052646
70,4,64.8863155725801,0.150968711796431
71,1,81.9708077975677,0.0864413896908403
71,2,69.335615611516,0.0752350821860141
71,3,78.7842847585485,0.0616810477629334
71,4,79.5794675409939,0.0613433570127185
72,1,63.4408408771869,0.0920216643984743
72,2,52.4266650673093,0.104380746362127
72,3,61.3247085941584,0.104672469837994
72,4,60.9483113819483,0.0857059654986722
73,1,88.0143264349338,0.268455344584412
73,2,79.3421290420563,0.267349542211758
73,3,86.4854610751084,0.287157917159564
73,4,89.8385333360423,0.340797815813618
74,1,62.7431127952416,0.4532424011109
74,2,47.6492836483101,0.408728960241018
74,3,53.9802043350518,0.368279075721062
74,4,52.682802369428,0.421610823431823
75,1,60.642800842622,0.37758163013544
75,2,48.1205344544668,0.377728714674708
75,3,53.9885601019606,0.388637892124278
75,4,53.9393003293815,0.338973976191348
76,1,82.7620027314415,0.0979422240997599
76,2,69.7838278255295,0.115308833356305
76,3,78.1554882900839,0.098001956550864
76,4,80.182344999586,0.0817671506227608
77,1,59.123883783357,0.261923473562017
77,2,46.905649770758,0.266095509320461
77,3,54.4914384136244,0.242318429046984
77,4,53.5791143884064,0.230706637896624
78,1,62.2319524196359,0.126268471642887
78,2,48.8128505925958,0.112627370493465
78,3,57.147800863051,0.107070581165597
78,4,55.4392010022222,0.100621605055766
79,1,77.1989755764801,0.388881033078528
79,2,62.0809238209237,0.342526974483672
79,3,69.0214414834878,0.28355353196998
79,4,68.4966375058277,0.340183912473514
80,1,84.6951261374746,0.110452039685075
80,2,70.3285811694065,0.0960352306546497
80,3,78.7777563160477,0.0998461548841579
80,4,81.5373702188592,0.120328064047145
