"expenditure","crimerate","hire"
10324.8254314509,0.545637478120625,0
26794.6465286264,1.71945947036147,0
31783.9957634221,2.14262153627351,0
11035.8015109437,0.599858251865953,0
13976.7414343886,0.725436824373901,0
19895.139439917,1.05116115370765,0
15446.7854120702,0.981586795300245,1
23068.1799910876,1.26996485842392,0
27351.468113776,1.62979429960251,0
35968.3028871131,2.19205049052835,0
25014.1786200251,1.4261833563447,1
33786.8466098505,2.02127456013113,0
30480.7929317007,1.84000721052289,1
21813.7602932361,1.36948272679001,0
35719.7208002083,2.34627283364534,0
19080.9414559606,1.02732531027868,0
11453.3683393581,0.625312892720103,0
12496.4691753447,0.633406762778759,1
26227.744439842,1.68049958627671,0
14400.6566576062,0.721012828405946,0
34378.5138468257,2.03694207360968,0
23397.8822105425,1.57860530540347,1
22515.4747458446,1.42304146429524,0
33194.8268683021,1.90040616272017,0
26943.0744061271,1.80834390828386,0
17767.7964243076,0.980409793090075,0
12137.1303612696,0.580803422722965,0
19810.0076787484,1.22850034292787,0
24556.6170561323,1.50108448183164,0
18726.9056744211,1.10137958452106,0
19065.9157714278,1.13516709916294,1
32450.5348700624,2.09939590934664,0
15329.8270543587,0.845485619734973,0
23070.4091163984,1.4867281332612,1
17111.752136557,1.08151944587007,0
22448.2830172219,1.23028537817299,0
15791.0970931197,0.951678795274347,0
29054.0066019336,1.77826868789271,0
9216.84544640902,0.50650105625391,0
16685.7858668575,0.956936880014837,0
24084.4248974939,1.48729729577899,1
29797.9006422057,1.94777963822708,0
18414.6682761478,1.04851150559261,0
42507.7461939877,2.48080269340426,0
15971.8379636847,0.898634585738182,1
18702.9878828815,1.14356081979349,0
24868.4626658402,1.58307488774881,0
35289.4405746822,2.2365209790878,0
11492.86875544,0.60411642305553,0
17334.9142820775,0.962726044282317,1
34101.2245602197,2.11993555072695,0
22083.9550153592,1.21872866852209,0
17993.0276444056,1.03870473150164,0
33207.3863749832,2.0995870186016,0
13796.7186403638,0.719695317558944,0
13426.839111218,0.73019000440836,1
22328.5033483219,1.33142195781693,0
11385.8644836872,0.53572215186432,0
25454.2127746114,1.67144248783588,1
27971.0439908545,1.77881394065917,1
37964.420955955,2.20004836190492,0
24923.7526595618,1.39923902414739,0
22245.5485509825,1.49370384449139,0
23342.8522403401,1.26380720408633,0
40918.7594086266,2.43045433424413,0
27521.3467771584,1.58240318074822,1
18233.284728957,1.12708448944613,0
23672.9396790533,1.43670953437686,0
24201.2827351532,1.47309807222337,0
36036.3836432799,2.36894411547109,0
29809.8318923704,1.9167163586244,0
15788.375715465,0.802713476121426,1
30196.1836657881,1.83714600745589,0
31007.0210715124,2.01664090715349,0
21105.2307425423,1.2222522739321,0
11230.5834825615,0.617719229776412,0
13584.86400608,0.841374411806464,1
12786.1595003938,0.628704820759594,0
13245.1786054112,0.649161420296878,0
18304.8256339353,1.15144611662254,0
25875.396328936,1.65858879545704,0
33101.971726347,2.07271229987964,0
31221.567209744,1.83327021636069,0
34927.1624865761,2.25660006096587,0
17963.3262624992,1.0675870035775,0
14584.9311920702,0.74215012928471,0
11209.4858454351,0.52957433834672,1
33551.4769642425,2.35543562704697,0
18348.8021959035,1.19653452467173,0
31036.5559251072,1.96688818894327,1
13187.7449725371,0.656960910186172,0
26265.9182342584,1.45868640346453,0
34988.9849930028,2.46480132546276,0
19135.5108589577,1.22873907797039,1
30415.3732395019,2.08655565278605,0
13595.9444847757,0.725452220533043,0
19399.5439868141,1.07361896568909,0
20824.7475661845,1.13915124163032,0
22575.9975720041,1.25015011569485,0
26213.4615845679,1.78481414243579,1
15825.6641391145,0.917535945307463,0
32925.0766133538,2.22096666926518,0
13859.0707835009,0.679285319522023,0
10937.5349412345,0.523782070726156,0
17924.6264805008,0.948360936250538,0
18499.2538877086,1.16061712242663,0
20346.9032455946,1.31165279680863,0
24549.191749915,1.50223265448585,0
21444.8642709589,1.21169247711077,0
23584.977365326,1.40672367764637,0
25535.3272161397,1.60650425730273,0
11238.8967072658,0.555647514760494,0
12731.4606078402,0.657865383662283,0
31659.911817879,2.19838020717725,0
12041.1674196008,0.630668847355992,0
26398.6318932608,1.55494815809652,0
33901.8784235823,2.04576513590291,0
10117.4648574905,0.505519264377654,0
17574.6728273768,1.11473597725853,0
23009.8758522994,1.33384658163413,0
24198.781439783,1.40680343890563,0
11867.7423604537,0.6547368273139,1
20644.1947905519,1.10380866937339,0
19973.4400427862,1.31368410727009,0
19388.5566313968,1.21901837643236,0
10913.8693108954,0.532175842206925,0
32336.0387921737,2.00376261025667,0
33291.6531140985,1.94400405744091,0
8298.34818310311,0.404516501352191,1
28226.2600794204,1.56670258240774,0
36712.6012158081,2.44958194345236,0
11689.1905324012,0.674328244291246,0
28384.6384746262,1.68335142768919,1
18997.6359786674,1.24324623029679,0
30700.2156925292,1.9334662030451,0
12783.4804087163,0.71296671917662,0
35267.185397527,2.38940990436822,0
14569.6912130312,0.917927818745375,1
24528.1528710852,1.34429801208898,0
28853.5781060405,1.82371711917222,1
13599.3346436229,0.696408062800765,1
28454.2583345277,1.80879688216373,0
39875.5208215122,2.42380260163918,0
31959.0145699416,2.06957809859887,0
31856.4768058256,2.06995909754187,0
12333.6476876572,0.645375557709485,0
18772.8128551043,1.12451241211966,0
16318.4712962258,0.940547766163945,0
16684.7817610425,0.941288381442428,1
19167.047991179,1.02179827075452,0
16085.2856897778,1.00372396875173,0
17723.6791513741,1.0729158744216,0
32631.9782626762,2.27382210409269,0
15037.2836206177,0.786578715220094,1
35658.8071137329,2.28268762025982,0
16373.5067598459,0.988172688521445,0
13654.3007457064,0.826860848348588,0
16253.5151217601,0.855083547532558,0
26729.4965491333,1.68740430884063,1
28888.9732229529,1.64259754912928,0
34005.9894138316,2.20180548587814,0
23434.6201502551,1.34170566871762,0
32390.0918123564,1.98179972264916,0
27660.1726829007,1.70625009611249,1
35801.0568762772,2.31911019887775,0
17787.8689120087,1.15026050508022,1
24890.4808258474,1.48327456088737,0
23125.8883367523,1.47989699617028,0
24079.1938969218,1.51699797026813,1
26616.3273370914,1.64415595913306,0
35268.3798072877,2.38140487205237,0
23089.991238217,1.32757742935792,0
35248.2651160688,2.27978646894917,0
12378.5252143528,0.67657425859943,0
27146.9789036652,1.55706053934991,1
17049.2602513999,0.906432352028787,0
26668.4559574052,1.58852769527584,0
24496.6858924202,1.38655566573143,1
14641.2402194438,0.918956842646003,1
28370.9327977789,1.65458616055548,1
21094.2255551287,1.37122539896518,0
16621.7249070459,1.05996143864468,0
36688.5403811046,2.22771527571604,0
19166.8625462729,1.17578516714275,0
20512.2557035844,1.1887067896314,0
37897.6685445417,2.49370034830645,0
16574.7206910874,0.984484558925033,0
27025.6109004224,1.63092936910689,1
15750.3833400537,0.905964334495366,0
11234.1353819261,0.630967435892671,0
14234.2429493044,0.73234070232138,0
21832.6941238583,1.2359640147537,1
13352.0261677492,0.691419088840485,1
18486.9666752627,1.05391465872526,1
15653.6034994105,0.914760263264179,1
24784.5436641829,1.46514650713652,0
24209.2470621869,1.58718574419618,0
30703.7632480895,1.96191170066595,1
14704.7668413042,0.766420728527009,0
37521.8076665015,2.23814291646704,0
11938.3046797366,0.586381311062723,0
33096.006939868,2.29042111570016,0
19621.4809638603,1.12520730262622,0
25592.8111017011,1.40671563148499,0
12382.8036926,0.65139115601778,0
29191.9377511955,1.85029620723799,0
17801.7494959434,1.0337320972234,1
11305.0333796339,0.548080509994179,0
17039.7953082136,1.00431806314737,0
15038.0601736033,0.914314826950431,0
18026.4609094467,0.974677497055382,0
13742.2106341897,0.811964681372046,0
30692.8088653228,2.02387833315879,0
18410.0931148785,1.02940996363759,0
36404.5612784556,2.22993356408551,0
10386.8861691217,0.588259139563888,0
32663.8167379001,2.12743332237005,0
38163.3667671949,2.32892121002078,0
29394.7674713011,1.71646373346448,0
12627.7316786486,0.601172833703458,0
33219.5650950425,2.11846022680402,0
26935.0717759343,1.67133293813094,0
34931.4998505012,2.23482213029638,0
33071.7121485152,2.05301101924852,0
12073.7743896905,0.567072283476591,0
14832.6344510716,0.757739001885056,1
37931.4991733915,2.45334649691358,0
10418.4131415539,0.56446590796113,1
16796.6745507004,0.946661631390452,1
29976.7983405861,1.71817515511066,0
30552.4404714257,1.78187156431377,1
12592.8310975092,0.75252634473145,0
29871.6579057115,1.93997001135722,0
31512.6674571127,1.86084765987471,0
28256.3068524085,1.56851965328678,0
16126.9460981238,1.00475029796362,1
22280.9167600738,1.34109636722133,0
28155.5467263255,1.91715207835659,0
17471.5211069804,0.942438638303429,0
10781.8901196769,0.615191707853228,0
27242.7192176229,1.53866723878309,0
33440.2356226698,2.32200497994199,0
18229.5700560442,1.15929138148203,0
23922.6726200257,1.58999555446208,1
23990.1539746992,1.61813915986568,0
23160.2265027847,1.35441044066101,0
12599.3841409697,0.736395781394094,0
36313.036001841,2.25015603285283,0
22383.8985566498,1.26248778216541,0
13410.1794066358,0.794079386163503,0
30687.8963493761,2.04070456093177,0
18723.604287373,1.19106375006959,0
18238.6860379484,1.03605778180063,1
18750.889261677,1.07227941649035,0
26766.2749100958,1.65840337704867,0
14358.9026197954,0.796258839312941,0
29007.7429023822,1.64266100106761,0
23837.1321933368,1.61912505561486,0
24993.2296185611,1.51527510304004,0
27901.8472182015,1.65837284736335,0
25485.3649906784,1.5349829280749,0
15153.8358598567,0.943419481627643,0
13667.7239231704,0.771484442055225,0
9097.69906319528,0.479803400859237,1
23476.3319897601,1.28234426379204,1
36495.2992094342,2.12502819765359,0
29480.4430865729,1.75250795036554,1
12344.8776485142,0.707683077082038,0
15618.1937494044,0.879484929144382,0
21533.5148531108,1.18850412359461,0
20670.9496611394,1.36223803227767,0
25481.0756450709,1.72744247410446,0
15875.7321309388,0.892595096677542,1
31772.8361203592,2.15972709422931,0
22432.6059102254,1.22665234655142,1
31111.5705494447,2.10767461638898,0
29343.4130946127,1.8639562423341,0
28050.1409026397,1.92524539213628,0
35511.6088362346,2.35241980897263,0
31700.5388632907,1.80061164917424,0
35217.6674316837,2.21682639140636,0
15811.3903216722,0.920743800699711,0
31481.454021356,2.04405206115916,0
25211.0141259439,1.70230427710339,0
22160.2711561769,1.37836184864864,0
22797.8943750653,1.30554882949218,0
16389.3173529332,1.03685320988297,1
35715.2168457012,2.4963794243522,0
18377.0228705229,0.99179552635178,0
21484.7305841228,1.20061640404165,1
13383.5629504737,0.814936276525259,0
17889.4730954877,0.932221304997802,1
37685.2409643344,2.47584803216159,0
29259.4032861069,1.8462097090669,0
23139.6401569945,1.25691583985463,0
12528.2000659058,0.613032114226371,0
21582.0603696113,1.30803361488506,0
37504.2005777383,2.46643653651699,0
17465.6140989197,1.07010829821229,0
28939.1599602634,1.80008199391887,0
33416.6047583761,2.07116413954645,0
12382.4449338249,0.58729931851849,0
24797.2232131594,1.48842328973114,0
22133.6592196005,1.38475577021018,0
13348.8759439966,0.813085211068392,1
11274.1648258735,0.634122962597758,0
18704.0849785993,1.03753004036844,0
9180.66842256942,0.502280656713992,0
38540.5504672104,2.23786431644112,0
20946.6050047562,1.33132529221475,1
38906.3084611834,2.45111554674804,0
14855.6202602969,0.890705889556557,0
12379.3100541551,0.657680151984096,0
35249.6746924795,2.10060418210924,0
27424.5602129378,1.58451710315421,0
15481.1090288139,0.932453070580959,1
24044.1328542131,1.60018760599196,1
23444.2312764004,1.28196268342435,0
15212.7345357137,0.889427300076932,0
30364.8051744171,1.89112707274035,0
38533.5350505678,2.22585400566459,0
19660.4253458886,1.26021307054907,0
11409.9612814743,0.566346300300211,0
34874.5508424176,2.15944212581962,0
20563.4068445511,1.19493330046535,1
37083.1163321441,2.33165606576949,0
33091.5162831751,1.93115888070315,0
18205.5591211218,1.11361490674317,1
27411.3471158723,1.69426907673478,1
31857.0154076166,2.16999672865495,0
27625.026370046,1.86560944188386,0
24904.4656291801,1.42456153221428,1
20038.0195347092,1.21977232256904,0
8128.98428443617,0.425779889523983,1
13849.5801579682,0.83388861194253,1
24535.0076844666,1.58443101681769,0
22300.1997282827,1.4659970276989,0
16109.3219241039,0.924108642339706,1
29049.3164653311,1.70892653381452,0
12133.9646907434,0.632291678711772,1
16308.365254655,0.838600135874003,0
23041.603738865,1.2942929007113,1
20097.3702512803,1.1496062790975,0
34187.6799340629,2.24817280424759,0
33719.6205941201,2.01500152936205,0
18803.971473695,1.0224303365685,0
38052.5548462669,2.43315061647445,0
14898.8239670939,0.796980945393443,0
17251.598378908,0.932940527331084,0
33713.1257090946,2.18904057564214,0
14366.328750991,0.716252399142832,0
12787.8246833053,0.626887275837362,0
14245.0703713718,0.798428396694362,0
26880.967559137,1.52676232904196,1
20631.4658927499,1.1889588101767,0
31787.6010315194,2.17633178271353,0
16269.3479516257,1.01220842869952,0
33974.8462127616,2.23233980732039,0
23889.3462612997,1.39840200776234,0
29588.0081849663,1.79221574636176,0
40963.8768049406,2.36318216752261,0
24767.8787126001,1.66496398970485,1
24608.8816454848,1.49728277511895,0
37351.8138455864,2.20075380941853,0
25199.4236608751,1.5881799259223,0
20760.7532609046,1.35931612504646,0
32686.5763269207,1.84563735220581,0
38664.1966722465,2.295952684246,0
26237.6713369321,1.63403538288549,0
21941.0026270389,1.23624001210555,0
33491.5498160258,2.23850287636742,0
13203.8449558721,0.793824765086174,1
22074.1026724032,1.37663763388991,0
30609.0233475437,1.7942886329256,0
14108.0948192397,0.70022346675396,1
23343.8505975104,1.27360413037241,0
36197.2626983113,2.15215292340145,0
17383.5530696235,0.899021245073527,0
18129.950937081,1.1185539662838,0
30775.9188020348,1.96708441479132,0
36787.9848589159,2.31957223685458,0
30569.7268079557,1.79894862463698,0
25399.8403339916,1.60649599554017,0
20158.4792979857,1.27060040924698,0
16552.7387588271,1.0602531391196,0
32233.683200077,2.09093462582678,0
37054.0262096568,2.29754937859252,0
36131.0450888268,2.29789697658271,0
33246.6762063764,1.88823877507821,0
27245.4547690123,1.73871628893539,0
17908.5858426081,1.07183663211763,1
30973.9029360803,2.06789351580665,0
11576.9434867644,0.608486371580511,0
27528.0788063089,1.68425114490092,1
15850.0003575916,0.822698286734521,0
18574.0286323426,1.13966130884364,0
11398.8022321313,0.557740192860365,0
14557.8100324851,0.892397267278284,0
39434.3446805621,2.42711239494383,0
21457.9835573738,1.20023064576089,1
30503.3771275591,1.95797827839851,0
16551.3090726377,0.880274062044919,0
16016.1019319682,1.0169437834993,0
16522.6452033611,0.881849181838334,0
22606.9651498198,1.29473553551361,0
22232.9145363637,1.25631323829293,1
32419.4383010674,1.93446569656953,0
34145.0889867384,2.18076274171472,0
33987.1591366146,1.93141441512853,0
16694.3476081704,0.926446610316634,1
26604.7636134908,1.50548585224897,0
12995.4311972295,0.770830291789025,0
24007.1537661262,1.35134553164244,1
13287.0555176612,0.759467320051044,0
11751.495255063,0.574694836977869,0
27355.1658706944,1.72539536096156,1
25460.2366674489,1.42418807046488,0
29443.734464778,1.79543852293864,0
29760.3910935744,1.7673957105726,1
29851.4150591105,1.87412670953199,0
20980.5597769892,1.38977026119828,1
21245.7482740269,1.13541265111417,0
26762.6520974171,1.51722661219537,0
39248.2825873535,2.40668320516124,0
10955.9383615286,0.591116416454315,1
16647.3459251787,0.927397527731955,0
15265.9632917316,0.952069876715541,1
27634.0807130179,1.58599879359826,0
14240.581414921,0.801849416457117,0
22222.4259551206,1.37680360628292,0
18662.6069030019,1.04740165406838,0
31959.7056420184,2.09677407285199,0
14568.9543409505,0.776444399729371,0
31166.3855100088,1.81551036834717,1
19812.7711565922,1.23500639246777,0
20273.473131721,1.25436108140275,0
36066.1874189069,2.26248795771971,0
12123.9132903802,0.578982735518366,0
32011.1793419384,1.85396733134985,0
24116.2065215671,1.51254989113659,0
20719.8975113975,1.20885137170553,1
39860.2925469232,2.29889376834035,0
9993.25054172778,0.536684823222458,0
23261.7007387221,1.52396010700613,0
19909.9035658938,1.20215847902,0
22206.6506431352,1.25010661548004,0
38317.7001997539,2.40334695531055,0
27554.2438559913,1.81101500848308,0
11372.0083633718,0.631924808956683,0
33560.8964675482,1.91702041914687,0
15148.715943739,0.890570983290672,1
13405.5022614641,0.733546164818108,0
13227.3137147016,0.739314510021359,0
18368.5636731723,0.98025979148224,0
39406.8352782205,2.31578087527305,0
23925.7865058161,1.51395203638822,0
30099.2558414671,1.83005640376359,0
